Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
TMO,3,0,-9.65,1,12.87,0,-8.77,1,14.47,0,-19.32,1,14.9
MDT,1,4,23.45,0,-8.6,4,17.52,0,-5.38,4,96.77,0,-4.18
MDT,2,2,6.84,2,2.77,2,8.5,2,2.02,0,-32.4,2,12.76
MDT,3,0,-29.74,1,2.2,0,-22.29,1,0.82,0,-62.75,1,11.3
DHR,1,4,27.7,4,5.03,4,11.06,4,5.06,4,52.56,0,-1.96
DHR,2,2,16.78,2,10.9,2,21.97,2,9.86,0,-6.24,2,9.81
DHR,3,0,-9.65,0,-8.43,0,-10.79,0,-8.08,0,-13.84,0,-11.26
BMY,1,4,4.16,4,17.17,4,4.06,4,15.89,4,588.94,0,-37.39
BMY,2,0,-4.64,2,8.32,0,-6.05,2,8.59,2,168.32,2,24.51
BMY,3,1,38.03,1,2.98,1,35.7,1,6.94,0,-15.98,1,27.11
LLY,1,4,3.2,4,4.68,4,4.39,4,3.84,0,-21.82,4,6.15
LLY,2,0,-7.91,2,8.28,0,-6.15,2,7.61,2,6.06,0,-12.7
LLY,3,0,-3.86,1,0.09,0,-4.16,0,-5.88,0,-0.84,1,112.22
AMGN,1,4,3.05,0,-3.26,4,3.5,0,-1.62,4,12.66,0,-0.5
AMGN,2,2,1.51,2,4.61,2,0.73,2,3.93,0,-0.87,2,13.99
AMGN,3,0,-5.99,0,-0.26,0,-0.58,0,-0.62,1,7.7,1,11.51
ISRG,1,4,44.02,4,19.43,4,26.48,4,20.25,4,358.17,4,17.45
ISRG,2,0,-31.87,2,18.26,0,-22.5,2,18.67,0,-78.29,2,13.86
ISRG,3,0,-17.61,1,16.33,0,-13.95,1,15.95,0,-12.52,1,36.24
CVS,1,0,-12.52,4,44.17,4,2.6,4,31.89,0,-47.31,4,74.48
CVS,2,2,11.0,2,8.32,0,-2.16,2,4.95,2,46.97,0,-38.07
CVS,3,1,3.26,0,-1.22,0,-0.13,1,4.08,1,5.71,0,-3.18
ANTM,1,0,-15.23,4,11.04,4,6.47,4,13.16,0,-73.63,4,31.2
ANTM,2,2,19.49,2,13.38,0,-1.21,2,2.27,2,42.35,2,28.73
ANTM,3,1,35.02,0,-1.19,1,8.08,1,6.11,1,69.33,1,16.71
SYK,1,4,55.46,4,9.13,4,35.2,4,9.43,4,107.82,0,-35.82
SYK,2,0,-32.38,2,8.74,0,-22.97,2,9.3,0,-43.76,2,80.29
SYK,3,0,-14.31,1,9.32,0,-13.14,1,9.88,0,-26.11,1,13.75
ZTS,1,4,13.02,4,10.64,4,15.37,4,7.47,4,22.93,4,9.69
ZTS,2,2,1.95,2,11.36,2,0.91,2,9.76,0,-7.01,2,30.46
ZTS,3,0,-7.87,1,9.41,0,-8.36,1,8.57,1,4.71,1,34.97
CI,1,0,-9.82,4,55.44,4,4.28,4,216.55,0,-26.75,4,3.72
CI,2,2,12.11,2,13.43,2,2.4,2,15.52,2,25.42,2,15.17
CI,3,0,-7.52,1,8.53,1,0.11,1,5.09,1,28.79,1,70.62
GILD,1,4,33.27,4,2.89,4,27.88,4,1.46,4,110.73,4,0.93
GILD,2,0,-10.92,0,-20.53,0,-7.3,0,-15.24,0,-317.85,0,-45.49
GILD,3,1,9.13,0,-16.81,0,-5.63,0,-14.09,0,-42.29,0,-24.93
BDX,1,4,51.14,0,-4.45,4,24.1,0,-1.0,4,67.72,0,-4.13
BDX,2,0,-15.78,2,6.19,0,-9.36,2,8.18,0,-27.41,2,31.27
BDX,3,0,-0.35,1,30.85,1,0.66,1,32.17,1,29.1,1,3.1
VRTX,1,0,-6.58,4,52.3,4,0.9,4,36.59,0,-20.86,4,108.98
VRTX,2,2,1.35,2,37.43,2,0.62,2,22.46,2,39.62,2,25.17
VRTX,3,1,21.19,1,100.19,1,7.21,1,46.2,1,2.83,1,480.86
EW,1,4,25.2,4,16.17,4,23.34,4,16.79,4,161.58,4,9.14
EW,2,0,-20.47,2,8.73,0,-18.05,2,8.37,0,-60.15,2,22.64
EW,3,0,-2.74,1,18.17,0,-3.87,1,15.91,0,-3.36,1,40.67
ILMN,1,4,22.53,4,7.11,4,25.43,4,6.3,4,280.85,4,14.0
ILMN,2,0,-30.51,2,24.0,0,-26.31,2,21.11,0,-72.83,0,-7.03
ILMN,3,0,-6.29,1,10.18,0,-9.77,1,14.76,0,-27.13,1,95.93
HUM,1,0,-9.05,4,0.01,4,5.2,4,14.01,0,-26.79,4,17.14
HUM,2,2,48.46,2,7.39,2,0.78,2,5.85,2,285.85,2,26.11
HUM,3,1,26.86,1,9.59,1,16.2,0,-1.13,0,-7.25,1,234.29
BSX,1,4,47.67,4,9.14,4,32.75,4,9.28,4,353.43,0,-14.68
BSX,2,0,-30.2,2,8.55,0,-21.23,2,8.57,0,-183.16,2,43.63
BSX,3,0,-18.4,1,8.47,0,-12.43,1,7.89,0,-65.78,1,29.5
HCA,1,4,27.47,4,10.08,4,20.27,4,9.98,4,182.69,4,27.17
HCA,2,0,-13.64,2,7.94,0,-13.94,2,7.02,0,-44.2,2,21.11
HCA,3,0,-10.91,1,3.7,0,-4.9,1,5.12,0,-21.92,0,-0.05
BAX,1,4,12.47,4,2.18,4,9.35,4,2.37,4,42.58,4,16.59
BAX,2,0,-10.04,2,4.93,0,-3.0,2,4.87,0,-29.78,0,-2.18
BAX,3,0,-10.89,1,6.48,0,-7.8,1,4.14,1,23.51,0,-17.89
IDXX,1,4,11.41,4,9.99,4,13.21,4,8.75,0,-2.15,4,13.37
IDXX,2,2,5.49,2,13.14,2,1.8,2,12.4,2,33.65,2,31.23
IDXX,3,1,8.59,1,12.5,1,3.45,1,10.91,1,24.37,1,34.42
BIIB,1,0,-10.5,4,6.75,0,-8.3,4,6.88,0,-53.77,4,38.02
BIIB,2,2,6.19,2,9.33,2,4.17,2,9.61,2,12.52,2,31.41
BIIB,3,0,-4.47,1,6.27,0,-3.73,1,7.21,1,8.73,0,-3.43
ALGN,1,4,138.08,4,20.45,4,108.38,4,22.39,4,446.55,4,7.49
ALGN,2,0,-43.12,2,29.63,0,-36.05,2,33.47,0,-102.64,2,27.51
ALGN,3,0,-16.44,1,37.0,0,-15.21,1,36.44,1,1124.92,1,65.74
A,1,4,17.79,4,1.14,4,17.61,4,3.41,4,9.23,0,-18.3
A,2,2,1.83,2,4.66,2,1.86,2,5.07,2,5.84,2,25.28
A,3,0,-9.13,1,11.71,0,-8.77,1,9.88,0,-13.44,1,30.55
CNC,1,0,-16.25,4,12.21,4,6.69,4,24.88,0,-46.55,4,56.33
CNC,2,2,44.25,2,33.57,2,6.52,2,23.75,2,74.26,2,34.84
CNC,3,1,31.12,1,12.78,1,33.68,1,21.53,1,72.15,1,28.3
ALXN,1,4,11.1,4,22.16,4,9.98,4,20.81,4,134.58,4,97.0
ALXN,2,0,-2.51,2,15.81,0,-0.01,2,16.34,0,-53.82,2,100.86
ALXN,3,1,4.97,1,14.98,1,4.37,1,15.14,0,-33.64,1,32.6
DXCM,1,4,19.82,4,40.31,4,10.87,4,43.08,4,50.94,4,196.31
DXCM,2,2,10.76,2,34.91,2,11.53,2,43.58,2,102.17,0,-293.64
DXCM,3,0,-17.07,1,30.05,0,-12.47,1,25.33,0,-75.12,1,192.52
IQV,1,4,20.69,4,3.33,4,10.51,4,6.49,4,2426.55,0,-2.0
IQV,2,0,-12.15,2,7.79,0,-8.46,2,7.32,0,-105.25,0,-24.96
IQV,3,0,-6.44,1,64.54,0,-4.87,1,42.36,1,165.47,1,25.09
ZBH,1,4,69.64,4,1.21,4,57.35,4,0.62,4,300.88,4,141.41
ZBH,2,0,-38.07,0,-0.74,0,-31.26,2,1.66,0,-137.29,0,-49.32
ZBH,3,0,-15.99,1,1.66,0,-16.08,1,1.76,0,-1.35,1,43.1
RMD,1,0,-2.32,4,15.02,0,-2.39,4,13.44,4,1.63,4,33.63
RMD,2,0,-0.1,2,12.8,2,0.12,2,11.38,2,3.74,0,-2.03
RMD,3,1,5.15,1,13.35,1,4.52,1,13.23,1,4.67,1,28.56
WBA,1,4,5.67,0,-6.85,4,0.33,4,1.95,4,25847.14,0,-49.8
WBA,2,0,-14.31,0,-2.33,0,-3.32,2,4.05,0,-100.2,0,-8.03
WBA,3,1,3.46,1,5.59,1,4.31,1,11.27,1,8.36,1,19.26
MCK,1,4,11.11,4,2.29,4,9.21,4,7.81,4,43.55,0,-20.55
MCK,2,0,-19.06,2,5.1,0,-4.88,2,2.86,2,35.78,2,98.86
MCK,3,1,9.99,0,-0.77,0,-1.08,1,4.95,0,-33.12,0,-65.7
MTD,1,4,18.0,4,3.37,4,16.89,4,2.49,4,29.96,4,14.33
MTD,2,2,6.29,2,6.89,2,6.39,2,7.73,2,28.31,2,16.23
MTD,3,0,-24.86,1,9.6,0,-23.08,1,8.64,0,-48.8,1,17.99
CERN,1,4,1.65,4,4.35,4,2.88,4,6.08,4,39.11,0,-8.74
CERN,2,0,-3.36,2,3.28,0,-5.77,2,4.36,0,-6.79,0,-11.47
CERN,3,0,-0.65,1,6.74,0,-2.11,1,7.21,0,-8.61,1,15.19
VTRS,1,4,11.46,0,-0.44,4,8.82,4,0.58,4,103.39,0,-99.43
VTRS,2,2,9.99,0,-8.12,2,4.28,0,-3.98,0,-198.46,2,48.13
VTRS,3,0,-22.52,0,-0.45,0,-17.94,1,7.5,1,43.01,1,15.5
WST,1,0,-0.26,4,11.06,4,3.95,4,7.13,0,-10.69,4,15.83
WST,2,2,16.83,2,6.34,2,7.26,2,7.4,2,29.89,0,-10.82
WST,3,1,9.01,1,2.29,1,4.44,1,5.96,1,15.03,1,44.37
LH,1,4,105.05,4,2.4,4,40.71,4,1.95,4,258.85,0,-6.47
LH,2,2,4.46,2,2.74,0,-1.95,2,9.95,2,2469.83,2,40.83
LH,3,0,-11.3,1,8.33,0,-4.39,1,7.9,0,-103.44,1,0.99
HOLX,1,4,89.49,4,21.11,4,63.68,4,12.15,4,259.91,4,363.03
HOLX,2,2,15.33,2,2.93,2,8.83,2,4.64,2,42.52,2,349.61
HOLX,3,0,-12.33,1,3.0,0,-11.1,1,5.2,0,-75.25,0,-72.16
TFX,1,4,18.3,4,7.74,4,10.8,4,6.0,4,927.69,4,78.64
TFX,2,0,-16.99,2,18.15,0,-10.09,2,14.07,0,-92.79,0,-8.94
TFX,3,0,-14.58,1,16.63,0,-7.39,1,14.9,1,54.64,0,-3.7
COO,1,4,42.49,0,-8.97,4,17.88,0,-8.39,4,46.51,0,-43.67
COO,2,2,11.53,2,9.35,2,10.15,2,4.76,2,381.95,2,25.8
COO,3,0,-24.15,1,19.51,0,-18.77,1,18.41,0,-87.27,0,-0.88
CTLT,1,0,-25.61,4,22.13,0,-10.75,4,22.89,0,-51.33,4,12.27
CTLT,2,2,40.12,2,6.98,2,24.59,2,2.22,2,446.13,2,0.71
CTLT,3,1,2.84,1,14.97,1,5.43,1,18.7,0,-34.63,1,13.03
INCY,1,0,-62.45,4,50.97,0,-9.8,4,14.71,0,-100.27,4,242.91
INCY,2,2,164.96,2,313.6,2,21.03,2,22.5,2,142.43,2,141.36
INCY,3,0,-333.13,0,-69.38,0,-1.88,1,38.93,0,-733.51,0,-341.39
DGX,1,4,89.15,4,2.37,4,52.49,4,2.59,4,265.91,4,12.95
DGX,2,2,15.18,0,-1.22,2,0.27,2,1.74,2,43.59,2,12.5
DGX,3,0,-16.17,1,2.12,0,-5.4,1,2.61,0,-57.02,1,20.4
PKI,1,4,17.87,4,4.22,4,18.76,4,3.8,4,27.29,4,27.35
PKI,2,2,44.85,2,26.68,2,24.42,2,23.08,2,171.6,0,-15.44
PKI,3,0,-23.96,1,5.81,0,-19.01,1,6.69,0,-48.73,1,27.06
CAH,1,4,7.86,4,0.5,4,6.48,4,5.08,0,-35.09,0,-83.18
CAH,2,0,-15.65,0,-4.83,0,-6.3,2,6.38,2,86.61,2,124.17
CAH,3,1,9.98,1,9.73,0,-1.45,1,5.26,1,1.59,0,-61.75
VAR,1,4,25.53,4,0.5,4,22.5,0,-1.76,4,32.73,0,-4.94
VAR,2,0,-11.48,2,7.59,0,-12.61,2,10.48,2,12.56,0,-5.07
VAR,3,0,-8.07,1,14.34,0,-4.15,1,11.45,0,-25.85,1,48.18
WAT,1,4,8.01,0,-2.2,4,14.19,0,-0.55,4,6.65,4,12.74
WAT,2,2,20.67,2,4.8,2,11.84,2,4.8,2,75.38,2,4.39
WAT,3,0,-39.05,1,6.74,0,-35.09,1,6.54,0,-63.89,1,13.95
STE,1,4,17.16,4,11.58,4,13.04,4,8.94,4,14.16,4,30.6
STE,2,0,-21.52,2,8.46,0,-18.72,2,6.19,0,-24.73,2,9.5
STE,3,1,9.54,1,6.48,1,6.29,1,0.28,1,20.71,1,104.76
ABC,1,4,9.8,4,3.92,4,8.55,4,5.74,0,-249.37,0,-10.5
ABC,2,0,-11.98,2,9.09,0,-4.33,2,6.94,0,-68.73,2,16.14
ABC,3,1,13.93,1,0.7,0,-0.93,1,9.66,1,254.7,1,32.85
ABMD,1,4,32.72,4,7.77,4,27.25,4,9.29,4,39.19,0,-19.61
ABMD,2,0,-22.97,2,29.22,0,-20.23,2,29.59,2,25.0,2,92.65
ABMD,3,0,-7.87,1,32.16,0,-6.74,1,33.34,0,-48.3,1,149.64
BIO,1,4,25.37,4,2.68,4,20.56,4,0.97,4,36.35,4,260.09
BIO,2,0,-7.24,2,3.25,0,-6.08,2,5.98,2,40.92,2,598.95
BIO,3,0,-5.75,1,4.32,0,-8.45,1,4.45,1,19.61,0,-4.94
XRAY,1,4,169.51,4,5.93,4,82.39,4,1.08,4,172.8,4,324.56
XRAY,2,0,-62.36,0,-5.52,0,-43.89,0,-0.18,0,-810.96,0,-0.72
XRAY,3,0,-26.43,1,9.38,0,-21.34,1,6.62,0,-109.31,0,-124.56
UHS,1,4,2.87,4,4.34,4,6.7,4,5.63,0,-4.44,4,10.77
UHS,2,2,5.47,2,0.58,0,-3.53,2,3.48,2,80.16,2,9.96
UHS,3,0,-5.38,1,4.21,0,-2.3,1,6.59,0,-41.31,1,5.02
HSIC,1,4,66.04,4,6.19,4,68.61,4,6.03,4,14421.89,4,49.23
HSIC,2,0,-39.11,2,5.97,0,-30.65,2,6.01,0,-100.77,2,14.84
HSIC,3,0,-7.96,0,-14.87,0,-8.99,0,-23.23,0,-58.1,0,-15.52
DVA,1,4,6.36,4,8.0,4,1.53,0,-0.21,4,5.2,4,58.06
DVA,2,2,3.42,0,-0.83,2,1.36,2,4.86,0,-5.65,2,20.89
DVA,3,0,-3.58,0,-0.63,0,-1.98,1,1.76,0,-1.7,0,-27.51
PRGO,1,0,-1.52,0,-3.18,0,-0.44,4,2.23,0,-114.95,4,42.31
PRGO,2,0,-10.04,0,-7.48,0,-9.09,0,-4.34,0,-40.97,0,-1.0
PRGO,3,1,0.5,0,-3.52,1,1.38,0,-6.33,1,45.53,1,111.09
