Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
AIG,1,4,129.51,4,40.65,4,8.79,4,4.82,,,,
AIG,2,0,-77.27,0,-5.7,0,-34.92,0,-3.97,,,,
AIG,3,1,44.26,1,9.96,1,21.92,0,-3.44,,,,
BK,1,0,-0.75,4,0.51,0,-0.75,4,0.51,,,,
BK,2,0,-1.83,2,5.37,0,-1.83,2,5.37,,,,
BK,3,0,-17.7,1,2.09,0,-17.7,1,2.09,,,,
PRU,1,4,373.79,4,7.8,4,27.64,4,2.26,,,,
PRU,2,0,-68.14,0,-7.79,0,-10.02,2,5.82,,,,
PRU,3,0,-37.22,1,4.91,0,-29.6,1,1.46,,,,
AFL,1,4,9.21,4,7.91,4,4.77,4,2.52,,,,
AFL,2,2,21.56,2,2.2,2,4.75,2,0.42,,,,
AFL,3,0,-21.24,0,-1.3,0,-7.87,0,-3.95,,,,
WLTW,1,0,-8.27,4,9.65,0,-4.92,4,6.18,,,,
WLTW,2,0,-28.46,2,6.16,0,-14.31,2,3.79,,,,
WLTW,3,0,-18.51,1,6.66,0,-8.33,1,3.99,,,,
DFS,1,4,271.34,4,6.76,4,218.83,4,7.22,,,,
DFS,2,0,-48.4,2,4.58,0,-43.02,2,4.86,,,,
DFS,3,0,-51.53,1,1.48,0,-48.72,1,1.08,,,,
STT,1,0,-3.5,0,-3.42,0,-3.5,0,-3.42,,,,
STT,2,0,-4.75,2,7.56,0,-4.75,2,7.56,,,,
STT,3,1,0.93,1,10.46,1,0.93,1,10.46,,,,
AJG,1,4,5.21,4,18.36,4,16.38,4,2.77,,,,
AJG,2,0,-21.45,2,12.63,0,-15.25,2,10.91,,,,
AJG,3,1,39.05,1,7.76,1,10.01,1,10.23,,,,
FRC,1,4,9.56,4,10.48,4,9.56,4,10.48,,,,
FRC,2,2,3.99,2,16.33,2,3.99,2,16.33,,,,
FRC,3,0,-1.62,1,17.88,0,-1.62,1,17.88,,,,
AMP,1,4,39.4,0,-5.07,4,10.37,0,-0.26,,,,
AMP,2,0,-82.52,2,6.05,0,-9.78,2,6.11,,,,
AMP,3,1,134.63,1,12.64,0,-2.51,1,2.88,,,,
MKTX,1,0,-12.31,4,16.82,0,-11.25,4,17.4,,,,
MKTX,2,2,12.49,2,11.63,2,9.36,2,10.71,,,,
MKTX,3,1,33.65,1,6.79,1,30.21,1,6.99,,,,
FITB,1,4,38.99,4,16.55,4,38.99,4,16.55,,,,
FITB,2,2,9.35,0,-0.7,2,9.35,0,-0.7,,,,
FITB,3,0,-40.08,1,18.96,0,-40.08,1,18.96,,,,
NTRS,1,4,3.09,4,1.89,4,3.09,4,1.89,,,,
NTRS,2,0,-5.67,2,10.58,0,-5.67,2,10.58,,,,
NTRS,3,0,-1.42,1,7.92,0,-1.42,1,7.92,,,,
SIVB,1,4,34.59,4,26.24,4,34.59,4,26.24,,,,
SIVB,2,2,39.94,2,35.51,2,39.94,2,35.51,,,,
SIVB,3,0,-30.53,1,25.47,0,-30.53,1,25.47,,,,
SYF,1,4,41.53,4,18.0,4,41.53,4,18.0,,,,
SYF,2,0,-24.49,2,9.45,0,-24.49,2,9.45,,,,
SYF,3,0,-30.8,1,1.22,0,-30.8,1,1.22,,,,
HIG,1,0,-0.34,4,19.86,4,2.0,4,9.57,,,,
HIG,2,2,11.56,2,14.29,2,2.18,2,10.51,,,,
HIG,3,0,-19.23,1,13.49,0,-7.56,1,5.36,,,,
MTB,1,4,17.35,4,2.96,4,17.35,4,2.96,,,,
MTB,2,0,-10.89,2,6.08,0,-10.89,2,6.08,,,,
MTB,3,0,-14.89,1,7.02,0,-14.89,1,7.02,,,,
KEY,1,4,23.86,0,-4.13,4,23.86,0,-4.13,,,,
KEY,2,2,11.74,2,2.52,2,11.74,2,2.52,,,,
KEY,3,0,-27.74,1,27.56,0,-27.74,1,27.56,,,,
RF,1,4,130.77,0,-0.31,4,130.77,0,-0.31,,,,
RF,2,0,-36.25,2,1.99,0,-36.25,2,1.99,,,,
RF,3,0,-25.34,1,4.49,0,-25.34,1,4.49,,,,
CFG,1,4,5.99,4,5.1,4,5.99,4,5.1,,,,
CFG,2,2,21.67,2,7.72,2,21.67,2,7.72,,,,
CFG,3,0,-30.78,1,10.23,0,-30.78,1,10.23,,,,
NDAQ,1,4,2.29,4,0.36,4,1.14,0,-0.35,,,,
NDAQ,2,0,-0.29,2,4.77,2,3.33,2,8.33,,,,
NDAQ,3,1,8.51,1,5.93,1,27.04,1,6.59,,,,
CINF,1,0,-45.16,4,566.84,0,-17.94,4,46.55,,,,
CINF,2,2,177.21,0,-54.86,2,2841.41,0,-5.67,,,,
CINF,3,0,-288.03,0,-8.18,0,-104.6,1,5.19,,,,
HBAN,1,4,25.03,4,2.74,4,25.03,4,2.74,,,,
HBAN,2,2,20.42,2,4.02,2,20.42,2,4.02,,,,
HBAN,3,0,-32.25,1,23.44,0,-32.25,1,23.44,,,,
PFG,1,0,-2.76,4,4.66,4,6.3,4,13.94,,,,
PFG,2,0,-10.93,0,-3.66,0,-31.57,2,1.02,,,,
PFG,3,1,4.38,1,15.43,1,12.46,1,13.71,,,,
RJF,1,4,16.49,4,0.51,4,15.52,4,0.83,,,,
RJF,2,0,-7.93,2,6.39,0,-7.52,2,6.32,,,,
RJF,3,0,-5.84,1,13.16,0,-5.24,1,13.45,,,,
L,1,4,2817.07,4,6.41,4,50.0,4,5.98,,,,
L,2,0,-96.09,0,-9.53,0,-25.46,2,2.41,,,,
L,3,0,-39.36,1,9.14,0,-19.55,1,4.81,,,,
CBOE,1,0,-1.65,0,-6.57,0,-8.75,0,-9.85,,,,
CBOE,2,0,-17.14,2,22.23,0,-5.73,2,24.21,,,,
CBOE,3,1,27.83,1,75.78,1,53.94,1,217.04,,,,
WU,1,4,18.6,0,-1.91,4,12.9,0,-5.33,,,,
WU,2,0,-10.68,2,3.72,0,-6.33,2,1.19,,,,
WU,3,0,-8.9,1,2.24,0,-9.0,1,1.87,,,,
RE,1,0,-18.65,4,832.81,4,12.11,4,11.67,,,,
RE,2,2,676.05,0,-132.62,2,16.25,2,11.22,,,,
RE,3,0,-125.24,0,-58.48,0,-9.88,1,14.13,,,,
WRB,1,4,15.94,4,0.47,4,5.36,4,2.74,,,,
WRB,2,2,19.07,0,-0.13,2,6.93,2,0.09,,,,
WRB,3,0,-22.11,0,-2.21,0,-8.37,1,0.4,,,,
GL,1,4,6.77,4,7.06,4,1.2,4,5.2,,,,
GL,2,2,1.81,2,5.19,2,4.22,2,3.57,,,,
GL,3,0,-7.27,1,7.8,0,-0.31,1,5.62,,,,
LNC,1,4,966.67,0,-11.19,4,52.43,4,5.08,,,,
LNC,2,0,-155.26,2,6.08,0,-20.52,2,15.2,,,,
LNC,3,0,-97.04,1,15.04,1,1.84,1,6.95,,,,
AIZ,1,0,-37.62,4,18.93,4,1.43,4,23.16,,,,
AIZ,2,2,68.91,2,11.04,0,-3.79,2,25.61,,,,
AIZ,3,0,-24.96,0,-46.67,0,-0.38,0,-14.49,,,,
CMA,1,4,21.55,0,-1.62,4,21.55,0,-1.62,,,,
CMA,2,2,71.09,2,7.6,2,71.09,2,7.6,,,,
CMA,3,0,-57.73,1,19.0,0,-57.73,1,19.0,,,,
ZION,1,4,28.52,0,-0.85,4,28.52,0,-0.85,,,,
ZION,2,2,17.42,2,9.13,2,17.42,2,9.13,,,,
ZION,3,0,-37.22,1,12.88,0,-37.22,1,12.88,,,,
BEN,1,4,76.59,0,-6.05,4,36.97,0,-1.82,,,,
BEN,2,0,-29.93,0,-14.3,0,-11.22,0,-8.62,,,,
BEN,3,0,-5.3,0,-4.97,0,-5.27,0,-2.94,,,,
IVZ,1,4,14.08,4,12.23,4,5.54,4,15.12,,,,
IVZ,2,0,-26.23,0,-0.12,0,-11.25,2,2.98,,,,
IVZ,3,0,-13.54,1,9.25,0,-8.26,1,9.0,,,,
PBCT,1,4,12.8,4,15.37,4,12.8,4,15.37,,,,
PBCT,2,0,-14.99,2,10.16,0,-14.99,2,10.16,,,,
PBCT,3,0,-2.63,1,11.72,0,-2.63,1,11.72,,,,
UNM,1,0,-4.57,4,33.3,0,-0.82,4,3.45,,,,
UNM,2,2,20.98,0,-21.37,2,5.23,2,2.76,,,,
UNM,3,0,-19.28,1,2.95,0,-5.39,1,2.18,,,,
AIV,1,0,-4.0,0,-6.18,0,-1.48,0,-5.9,,,,
AIV,2,0,-2.93,0,-2.26,0,-2.56,0,-4.01,,,,
AIV,3,0,-2.63,1,6.28,0,-2.64,1,3.96,,,,
