Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
ABMD,1,4,32.72,4,7.77,4,27.25,4,9.29,,,,
ABMD,2,0,-22.97,2,29.22,0,-20.23,2,29.59,,,,
ABMD,3,0,-7.87,1,32.16,0,-6.74,1,33.34,,,,
BIO,1,4,25.37,4,2.68,4,20.56,4,0.97,,,,
BIO,2,0,-7.24,2,3.25,0,-6.08,2,5.98,,,,
BIO,3,0,-5.75,1,4.32,0,-8.45,1,4.45,,,,
XRAY,1,4,169.51,4,5.93,4,82.39,4,1.08,,,,
XRAY,2,0,-62.36,0,-5.52,0,-43.89,0,-0.18,,,,
XRAY,3,0,-26.43,1,9.38,0,-21.34,1,6.62,,,,
UHS,1,4,2.87,4,4.34,4,6.7,4,5.63,,,,
UHS,2,2,5.47,2,0.58,0,-3.53,2,3.48,,,,
UHS,3,0,-5.38,1,4.21,0,-2.3,1,6.59,,,,
HSIC,1,4,66.04,4,6.19,4,68.61,4,6.03,,,,
HSIC,2,0,-39.11,2,5.97,0,-30.65,2,6.01,,,,
HSIC,3,0,-7.96,0,-14.87,0,-8.99,0,-23.23,,,,
DVA,1,4,6.36,4,8.0,4,1.53,0,-0.21,,,,
DVA,2,2,3.42,0,-0.83,2,1.36,2,4.86,,,,
DVA,3,0,-3.58,0,-0.63,0,-1.98,1,1.76,,,,
PRGO,1,0,-1.52,0,-3.18,0,-0.44,4,2.23,,,,
PRGO,2,0,-10.04,0,-7.48,0,-9.09,0,-4.34,,,,
PRGO,3,1,0.5,0,-3.52,1,1.38,0,-6.33,,,,
