Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
TXN,2,0,-0.29,2,6.9,0,-2.7,2,5.5,2,20.94,2,51.22
TXN,3,0,-0.43,1,16.43,0,-0.63,1,11.9,1,10.47,1,5.81
ORCL,1,4,5.0,0,-1.21,4,4.62,0,-1.11,4,8.96,4,5.89
ORCL,2,0,-11.61,2,0.6,0,-10.27,2,0.31,0,-22.63,2,14.83
ORCL,3,1,8.15,1,3.24,1,6.56,1,4.21,1,25.27,1,10.41
AMD,1,4,45.05,4,15.09,4,44.98,4,3.95,4,174.58,4,17.05
AMD,2,2,3.67,2,39.45,2,8.17,2,23.26,0,-3.32,2,126.92
AMD,3,0,-13.8,1,78.17,0,-16.03,1,21.63,0,-39.85,0,-101.91
IBM,1,0,-3.07,0,-1.21,0,-3.09,0,-3.07,4,9.9,4,1.61
IBM,2,2,9.78,0,-0.02,2,3.13,2,0.57,0,-23.09,0,-0.52
IBM,3,0,-28.63,0,-4.09,0,-19.31,0,-0.98,0,-43.9,0,-8.41
NOW,1,4,7.44,4,34.12,4,7.58,4,32.64,0,-18.09,4,2448.55
NOW,2,2,1.81,2,40.01,2,2.34,2,35.98,0,-28.53,0,-80.18
NOW,3,1,11.16,1,43.01,1,9.94,1,37.92,0,-90.6,0,-52.96
INTU,1,0,-28.35,4,12.17,0,-27.15,4,13.19,0,-55.67,4,17.28
INTU,2,0,-41.92,2,11.36,0,-39.51,2,12.6,0,-58.95,2,12.72
INTU,3,1,89.5,1,15.1,1,77.0,1,15.95,1,351.67,1,38.64
FIS,1,4,19.32,4,30.45,4,7.93,4,22.68,0,-23.21,0,-28.43
FIS,2,0,-7.38,0,-0.7,0,-3.77,0,-2.83,2,18.14,2,86.47
FIS,3,0,-27.01,0,-2.11,0,-7.9,0,-1.85,1,45.61,0,-6.1
MU,1,4,17.3,0,-38.78,4,11.36,0,-8.42,4,26.97,0,-60.01
MU,2,2,30.11,0,-40.18,2,13.36,0,-22.98,2,95.75,0,-48.55
MU,3,0,-0.81,1,112.08,0,-6.75,1,49.55,0,-8.3,1,162.05
AMAT,1,4,8.12,4,20.81,4,6.67,4,17.76,4,37.58,4,35.93
AMAT,2,2,12.12,0,-15.05,2,11.07,0,-12.55,2,4.3,0,-31.08
AMAT,3,0,-5.44,1,13.69,0,-4.93,1,13.65,0,-12.68,1,23.65
LRCX,1,4,17.64,4,5.74,4,13.8,4,4.05,4,18.33,4,10.22
LRCX,2,2,9.71,0,-15.62,2,11.51,0,-12.85,2,21.82,0,-17.85
LRCX,3,0,-1.07,1,43.34,0,-3.09,1,38.23,1,13.17,1,77.01
ADSK,1,4,4.38,4,29.79,4,4.3,4,27.41,4,34.79,4,447.62
ADSK,2,2,3.49,2,29.94,2,3.09,2,24.95,2,47.95,0,-28.34
ADSK,3,0,-1.6,1,2.34,0,-1.51,1,1.26,0,-51.9,0,-81.36
FISV,1,4,23.76,4,78.87,4,9.26,4,74.94,4,154.1,0,-21.68
FISV,2,0,-1.5,2,3.07,0,-8.07,2,2.23,2,7.33,2,14.32
FISV,3,0,-17.25,1,4.95,0,-6.82,1,3.47,0,-61.58,1,6.1
ADI,1,4,5.19,0,-8.05,4,4.82,0,-6.48,4,0.34,0,-10.79
ADI,2,2,14.87,0,-5.57,2,10.56,0,-3.75,2,49.39,0,-9.75
ADI,3,0,-0.17,1,20.51,1,1.04,1,18.65,1,26.03,1,78.27
CTSH,1,4,14.68,0,-2.2,4,6.07,4,4.08,0,-9.26,4,13.81
CTSH,2,0,-4.99,2,11.12,0,-5.33,2,8.88,2,9.56,2,4.22
CTSH,3,0,-3.32,1,5.19,0,-1.38,1,9.81,0,-22.08,1,43.81
KLAC,1,4,9.55,4,24.35,4,5.41,4,27.09,4,11.19,4,27.27
KLAC,2,2,0.51,2,4.2,2,2.5,2,13.18,2,53.49,0,-2.82
KLAC,3,0,-4.8,1,18.09,0,-5.66,1,16.0,0,-28.85,1,28.91
APH,1,4,21.71,0,-1.47,4,16.9,4,0.29,4,32.66,0,-7.31
APH,2,2,7.86,2,14.94,2,6.74,2,16.98,2,7.32,2,25.0
APH,3,0,-17.52,1,13.23,0,-13.44,1,11.53,0,-23.61,1,23.33
TEL,1,4,37.06,0,-15.0,4,27.98,0,-9.49,4,2757.59,0,-75.16
TEL,2,0,-31.29,0,-7.4,0,-20.25,0,-3.86,0,-92.89,0,-31.97
TEL,3,0,-0.1,1,13.44,1,0.85,1,14.8,1,262.67,1,96.64
SNPS,1,4,3.54,4,10.33,4,6.36,4,9.66,0,-23.81,4,22.16
SNPS,2,2,13.6,2,8.03,2,11.94,2,7.68,2,47.03,0,-3.84
SNPS,3,1,5.53,1,15.02,1,3.23,1,14.54,1,55.52,1,294.93
XLNX,1,4,9.56,4,1.63,4,5.49,4,3.39,4,105.52,0,-6.16
XLNX,2,0,-6.46,2,22.02,0,-3.9,2,24.0,0,-48.26,2,25.38
XLNX,3,1,9.17,1,4.58,1,4.52,1,4.68,1,15.26,1,16.95
CDNS,1,4,3.75,4,10.15,4,4.42,4,9.27,4,22.93,4,181.18
CDNS,2,2,3.63,2,10.18,2,3.31,2,10.04,2,6.64,2,211.28
CDNS,3,1,3.28,1,9.36,1,3.07,1,6.99,0,-81.49,0,-50.46
MCHP,1,4,1.2,0,-1.67,0,-0.02,0,-1.41,0,-21.89,4,48.08
MCHP,2,0,-1.92,2,36.2,0,-1.26,2,34.38,2,22.9,0,-49.95
MCHP,3,1,3.62,1,24.53,1,3.03,1,16.81,0,-64.32,1,184.64
HPQ,1,4,11.95,0,-6.56,4,6.74,0,-3.6,0,-13.22,4,8.13
HPQ,2,0,-4.01,2,4.7,2,14.64,2,0.49,2,1.17,2,8.9
HPQ,3,0,-13.2,1,11.39,0,-14.7,1,12.33,0,-5.46,1,15.78
ANSS,1,0,-5.29,4,17.73,0,-4.85,4,17.18,0,-21.94,4,6.94
ANSS,2,2,29.17,2,18.63,2,26.45,2,18.11,2,110.68,2,49.93
ANSS,3,0,-40.48,1,11.62,0,-37.28,1,10.8,0,-72.35,1,8.31
MSI,1,4,16.77,4,11.56,4,15.45,4,7.41,4,50.45,0,-0.89
MSI,2,0,-1.51,2,16.68,0,-2.24,2,15.09,2,3.96,2,33.07
MSI,3,0,-35.37,1,4.16,0,-30.35,1,5.66,0,-41.03,1,19.24
GLW,1,4,31.73,0,-9.55,4,17.18,4,1.89,0,-3.57,4,17.44
GLW,2,2,22.53,2,10.97,2,7.11,2,11.61,2,165.97,2,318.27
GLW,3,0,-18.38,1,6.83,0,-15.12,1,7.73,1,100.09,0,-117.8
SWKS,1,4,28.36,0,-2.01,4,29.86,0,-0.62,4,75.67,0,-2.05
SWKS,2,0,-4.82,0,-14.39,0,-3.82,0,-12.7,0,-21.69,0,-21.6
SWKS,3,0,-15.46,1,5.91,0,-14.51,1,5.93,0,-29.14,1,17.17
FLT,1,4,15.25,4,9.84,4,11.45,4,8.85,4,15.27,4,26.38
FLT,2,0,-5.51,2,14.0,0,-20.56,2,8.18,0,-23.18,2,35.36
FLT,3,0,-25.26,1,24.42,0,-5.41,1,22.82,0,-5.89,1,23.49
KEYS,1,4,24.75,0,-0.04,4,20.67,0,-1.91,4,20.36,0,-2.17
KEYS,2,2,17.44,2,20.04,2,12.96,2,10.96,2,153.88,0,-5.57
KEYS,3,0,-21.22,1,24.4,0,-18.26,1,21.61,0,-47.35,1,321.69
FTV,1,4,20.77,4,11.22,4,21.07,4,13.44,4,83.76,0,-21.19
FTV,2,0,-7.02,2,13.68,0,-8.3,2,12.1,2,49.86,2,7.86
FTV,3,0,-16.73,1,8.58,0,-14.43,1,7.03,0,-53.22,1,7.27
MXIM,1,4,15.08,0,-4.52,4,13.57,0,-5.31,0,-15.01,0,-20.79
MXIM,2,0,-1.11,0,-7.72,0,-2.94,0,-6.68,2,29.96,2,19.55
MXIM,3,1,1.64,1,12.15,1,1.97,1,8.03,1,9.6,1,25.37
VRSN,1,4,0.77,4,2.77,4,1.12,4,1.37,4,15.95,4,64.98
VRSN,2,2,1.43,2,5.25,2,0.59,2,4.28,0,-55.13,2,18.83
VRSN,3,1,1.08,1,2.95,1,0.64,1,2.01,1,128.03,1,7.91
PAYC,1,4,8.79,4,32.28,4,8.23,4,30.25,0,-69.96,4,32.26
PAYC,2,0,-27.46,2,32.24,0,-25.08,2,30.78,2,45.93,2,11.91
PAYC,3,1,28.21,1,31.95,1,25.31,1,31.57,1,38.7,1,76.21
ZBRA,1,4,17.66,4,6.01,4,18.41,4,6.33,4,28.96,4,33.07
ZBRA,2,0,-11.42,2,15.85,0,-9.13,2,13.33,2,11.6,2,224.7
ZBRA,3,0,-13.05,1,4.14,0,-11.74,1,4.14,0,-48.01,1,4187.7
TER,1,0,-2.66,4,9.79,0,-2.29,4,9.24,0,-11.91,4,18.08
TER,2,2,16.26,0,-0.09,2,19.07,0,-1.68,2,30.71,0,-3.34
TER,3,1,5.82,1,27.42,1,7.59,1,21.87,1,38.43,1,136.97
CDW,1,4,10.48,4,12.3,4,8.95,4,11.03,4,4.69,4,19.45
CDW,2,0,-1.23,2,10.48,0,-0.54,2,9.49,2,12.8,2,34.43
CDW,3,0,-2.7,1,5.24,0,-3.26,1,8.49,0,-7.58,1,21.38
QRVO,1,4,50.88,4,11.83,4,34.65,4,4.82,4,23.55,4,314.32
QRVO,2,0,-3.54,2,6.06,0,-0.04,2,3.93,2,48.84,2,48.0
QRVO,3,0,-10.21,1,1.01,0,-9.35,0,-1.95,0,-58.09,1,174515.82
TYL,1,4,9.38,4,17.59,4,5.41,4,16.16,0,-27.44,4,1.33
TYL,2,2,1.6,2,10.07,0,-1.97,2,11.22,2,12.59,0,-0.76
TYL,3,0,-9.24,1,11.19,0,-4.26,1,10.66,0,-0.69,1,25.35
GRMN,1,4,29.6,4,12.84,4,27.51,4,12.25,4,69.81,4,36.39
GRMN,2,2,1.67,2,10.11,2,1.61,2,7.24,2,14.32,0,-2.62
GRMN,3,0,-20.72,1,6.48,0,-22.33,1,2.49,0,-55.43,1,37.39
BR,1,0,-51.79,4,2.73,0,-25.3,4,3.82,0,-49.77,4,0.94
BR,2,2,26.58,2,5.83,2,8.96,2,0.75,2,34.22,2,8.84
BR,3,1,100.96,1,12.35,1,29.03,1,4.52,1,527.92,1,6.29
AKAM,1,0,-1.64,4,8.23,0,-0.24,4,6.6,0,-2.53,4,33.37
AKAM,2,2,4.48,2,9.16,2,3.98,2,9.06,2,21.32,2,28.94
AKAM,3,0,-3.63,1,4.83,0,-1.01,1,6.01,0,-3.96,0,-3.5
CTXS,1,0,-5.37,4,0.41,0,-3.98,4,1.23,0,-18.45,4,82.58
CTXS,2,0,-9.11,2,5.57,0,-7.2,2,5.28,0,-34.01,2,11.82
CTXS,3,1,7.78,1,2.69,1,6.31,1,3.24,0,-34.32,1,3.18
WDC,1,0,-18.32,4,0.77,0,-8.51,4,1.01,0,-141.33,0,-58.12
WDC,2,2,5.11,0,-51.3,2,2.68,0,-19.75,2,603.47,0,-119.62
WDC,3,1,8.88,1,26.89,0,-1.39,1,8.14,1,116.4,1,332.81
HPE,1,4,8.03,0,-10.5,4,5.75,0,-7.39,4,40.54,0,-55.63
HPE,2,2,7.6,2,2.84,2,13.43,0,-5.57,2,437.12,0,-33.82
HPE,3,0,-16.55,1,6.48,0,-13.53,1,6.86,0,-118.14,1,242.97
ANET,1,4,11.88,4,12.45,4,12.0,4,12.05,4,16.26,4,43.83
ANET,2,2,1.73,2,29.35,2,3.35,2,30.69,2,5.44,2,23.03
ANET,3,0,-5.07,1,46.83,0,-5.34,1,45.79,0,-46.7,1,140.23
STX,1,0,-11.04,0,-2.97,0,-8.07,4,1.15,4,9.32,0,-41.65
STX,2,0,-10.19,0,-12.87,0,-7.4,0,-7.1,0,-35.46,2,16.04
STX,3,0,-1.58,1,6.02,1,0.82,1,3.83,1,1.99,1,92.02
NTAP,1,4,7.0,0,-8.16,4,8.67,0,-11.94,4,92.57,0,-20.06
NTAP,2,0,-7.33,2,6.36,0,-7.0,2,3.84,0,-57.61,2,51.64
NTAP,3,1,-0.0,1,10.26,0,-0.21,1,7.79,0,-23.9,1,57.99
TDY,1,0,-0.27,4,11.51,4,0.77,4,9.02,4,0.21,4,16.89
TDY,2,0,-0.24,2,12.89,0,-5.26,2,11.44,2,13.99,2,36.71
TDY,3,0,-11.49,1,19.48,0,-5.95,1,21.11,0,-28.95,1,16.49
LDOS,1,4,22.19,4,2.93,4,11.26,4,8.83,0,-4.49,4,14.42
LDOS,2,0,-3.04,2,5.03,2,0.87,2,0.24,2,39.04,2,83.66
LDOS,3,0,-7.49,1,52.34,0,-2.2,1,44.4,0,-33.26,0,-30.09
IT,1,4,2.19,4,7.5,4,2.21,4,6.79,0,-17.47,4,56.8
IT,2,0,-3.99,2,25.88,0,-4.49,2,20.05,0,-24.94,2,334.24
IT,3,0,-9.97,1,32.85,0,-15.34,1,35.46,1,8.21,0,-85.2
JKHY,1,4,21.3,4,9.36,4,10.05,4,9.3,4,46.56,4,10.95
JKHY,2,0,-8.86,2,1.94,0,-4.39,2,5.57,0,-18.38,2,6.07
JKHY,3,1,0.58,1,6.05,1,2.45,1,5.94,1,6.07,1,14.06
NLOK,1,4,1.52,4,4.8,4,1.95,4,1.38,0,-29.34,4,1771.63
NLOK,2,2,2.13,0,-4.53,2,-0.0,0,-4.03,2,139.58,0,-73.98
NLOK,3,1,0.39,0,-33.8,0,-0.65,0,-36.33,0,-78.02,1,511.49
FFIV,1,4,5.37,4,3.03,4,5.41,4,4.83,4,10.16,0,-25.35
FFIV,2,0,-1.04,2,4.77,0,-0.03,2,3.75,2,13.22,0,-7.9
FFIV,3,1,0.32,1,3.65,1,2.48,1,3.41,0,-41.55,1,18.73
IPGP,1,4,11.98,0,-24.25,4,7.43,0,-9.95,4,85.77,0,-48.21
IPGP,2,2,32.63,2,0.42,2,18.92,2,3.62,2,7.78,2,4.93
IPGP,3,0,-17.17,1,44.31,0,-18.71,1,40.02,1,47.91,1,49.75
