Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
KR,1,0,-1.67,4,1.25,0,-2.51,4,0.36,0,-21.46,0,-6.13
KR,2,0,-31.27,0,-2.4,0,-26.62,0,-1.16,0,-32.1,2,93.08
KR,3,1,39.43,1,6.12,1,43.8,1,6.89,1,285.36,0,-45.62
MKC,1,4,1.86,4,2.48,4,2.08,4,0.84,4,3.6,4,7.54
MKC,2,2,23.32,2,15.34,2,15.6,2,12.1,2,36.26,2,21.91
MKC,3,0,-25.41,0,-0.93,0,-18.37,1,7.23,0,-32.68,1,5.36
KHC,1,0,-4.45,0,-10.13,0,-3.11,0,-4.91,4,263.86,4,480.61
KHC,2,2,31.86,0,-3.98,2,7.97,2,0.74,0,-59.29,0,-86.28
KHC,3,0,-12.69,0,-4.08,0,-5.8,0,-0.85,0,-8.4,1,2.21
HSY,1,4,36.27,4,1.0,4,30.02,4,2.51,4,64.38,0,-3.21
HSY,2,0,-8.55,2,3.64,0,-16.2,2,3.67,0,-2.86,2,38.84
HSY,3,0,-4.97,1,7.22,0,-1.49,1,1.01,0,-13.66,1,22.85
CHD,1,4,1.0,4,7.78,4,3.91,4,5.11,4,13.07,4,8.78
CHD,2,2,5.19,2,6.43,2,2.5,2,9.79,0,-17.55,2,23.45
CHD,3,1,1.53,1,8.4,1,1.84,1,8.1,1,59.08,1,4.91
TSN,1,4,11.0,4,15.84,4,14.35,4,1.84,4,8.42,4,27.3
TSN,2,2,60.08,0,-1.98,0,-7.95,2,5.87,2,119.62,0,-5.71
TSN,3,0,-30.58,1,1.09,1,0.67,1,4.68,0,-39.05,1,15.87
CAG,1,0,-12.05,4,14.66,0,-18.52,4,15.89,4,5.99,4,21.64
CAG,2,2,34.19,2,15.08,2,28.68,2,20.16,2,45.88,2,12.38
CAG,3,0,-13.68,0,-0.4,0,-9.42,1,1.42,0,-24.73,0,-26.6
K,1,0,-0.5,0,-8.12,0,-1.04,4,0.23,4,2.15,0,-8.51
K,2,2,5.51,2,0.23,2,1.55,2,5.39,2,4.92,0,-1.72
K,3,1,4.09,0,-3.84,1,5.86,0,-0.86,1,97.03,1,92.96
BF-B,1,4,24.95,0,-1.8,4,30.81,4,1.17,4,13.36,4,17.39
BF-B,2,2,2.65,0,-1.63,2,6.21,2,2.34,2,53.26,0,-5.36
BF-B,3,0,-18.67,1,8.96,0,-21.13,1,8.48,0,-40.2,1,14.5
HRL,1,4,27.3,4,1.13,4,1.62,4,1.17,4,15.19,0,-7.46
HRL,2,0,-11.51,0,-4.79,0,-1.69,0,-0.51,0,-10.94,2,2.45
HRL,3,1,1.91,0,-0.86,1,1.59,1,4.13,0,-6.5,1,11.55
SJM,1,4,5.52,4,2.96,4,3.15,0,-0.47,0,-2.71,4,19.79
SJM,2,0,-1.65,2,2.67,0,-5.75,2,6.54,2,2.7,0,-3.94
SJM,3,1,3.74,0,-0.04,1,6.07,0,-0.48,1,0.07,0,-0.28
LW,1,4,45.35,0,-6.11,4,2.9,4,0.96,4,5648.57,0,-21.27
LW,2,0,-36.86,2,14.1,0,-9.64,2,9.72,0,-101.45,2,34.47
LW,3,0,-12.17,1,12.93,0,-8.04,1,8.07,0,-20.71,1,0.89
CPB,1,4,8.53,4,10.96,4,11.01,4,7.2,4,215.38,4,3.02
CPB,2,0,-3.35,2,10.16,0,-5.81,2,22.55,0,-54.87,0,-11.07
CPB,3,1,4.3,1,0.61,1,3.52,1,13.33,1,12.26,0,-6.39
TAP,1,4,14.87,4,0.39,4,9.99,0,-1.77,4,70.42,0,-32.71
TAP,2,2,67.81,0,-12.2,2,19.05,0,-2.12,2,899.59,0,-12.43
TAP,3,0,-35.44,1,142.18,0,-15.42,1,125.24,0,-114.27,1,294.26
NWL,1,4,37.65,0,-8.03,4,27.85,0,-4.32,4,245.76,4,198.44
NWL,2,2,7.62,0,-7.68,2,11.93,0,-9.1,2,127.81,0,-230.52
NWL,3,0,-37.03,1,16.75,0,-36.63,1,21.67,0,-139.58,1,2278.93
