Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
WELL,1,0,-26.67,4,6.91,0,-12.76,4,9.2,,,,
WELL,2,0,-0.07,2,4.01,0,-5.57,2,8.64,,,,
WELL,3,0,-5.09,0,-7.71,0,-0.33,1,0.83,,,,
WY,1,4,106.9,0,-39.38,4,29.37,0,-12.33,,,,
WY,2,2,0.58,0,-0.74,0,-5.61,2,3.89,,,,
WY,3,1,40.08,1,37.04,1,11.63,1,13.06,,,,
AVB,1,0,-5.11,4,2.33,0,-0.77,4,1.67,,,,
AVB,2,0,-5.96,2,3.89,0,-4.29,2,4.56,,,,
AVB,3,0,-0.9,1,7.19,1,1.29,1,6.69,,,,
CBRE,1,4,10.82,4,6.42,4,4.9,4,11.97,,,,
CBRE,2,0,-15.92,2,13.12,0,-8.62,2,14.55,,,,
CBRE,3,0,-25.68,1,8.49,0,-17.28,1,7.25,,,,
O,1,0,-2.32,4,11.22,0,-2.43,4,12.33,,,,
O,2,0,-0.14,2,10.05,2,0.07,2,9.22,,,,
O,3,1,4.42,1,10.19,1,4.23,1,10.21,,,,
ARE,1,4,28.85,4,14.89,4,24.49,4,15.46,,,,
ARE,2,2,0.51,2,18.67,0,-0.81,2,18.2,,,,
ARE,3,1,8.35,1,24.99,1,7.64,1,22.56,,,,
EQR,1,0,-8.49,4,5.53,0,-4.76,4,4.76,,,,
EQR,2,0,-2.41,2,3.26,0,-4.22,2,4.33,,,,
EQR,3,0,-3.53,1,1.58,0,-0.23,1,1.88,,,,
VTR,1,4,2.87,4,1.92,0,-1.77,4,4.26,,,,
VTR,2,0,-22.52,0,-3.4,0,-7.07,2,3.76,,,,
VTR,3,1,1.94,1,3.8,1,1.09,1,3.5,,,,
PEAK,1,4,4.08,0,-1.91,4,1.58,4,8.16,,,,
PEAK,2,2,37.41,2,9.78,2,0.56,0,-0.09,,,,
PEAK,3,0,-31.04,0,-25.41,1,10.05,0,-13.19,,,,
ESS,1,0,-1.56,4,7.45,0,-0.51,4,6.32,,,,
ESS,2,0,-9.65,2,2.46,0,-6.26,2,2.43,,,,
ESS,3,0,-9.74,1,11.11,0,-5.91,1,9.07,,,,
DRE,1,4,3.73,4,10.4,4,9.83,4,3.03,,,,
DRE,2,2,5.84,2,14.35,2,5.39,2,20.9,,,,
DRE,3,0,-2.0,1,5.85,0,-1.94,1,5.9,,,,
EXR,1,4,5.38,4,7.65,4,4.92,4,8.97,,,,
EXR,2,0,-1.72,2,7.85,0,-1.54,2,8.1,,,,
EXR,3,0,-10.31,1,12.17,0,-0.33,1,11.5,,,,
MAA,1,0,-1.28,4,4.74,4,2.46,4,4.43,,,,
MAA,2,0,-2.58,2,2.25,0,-1.21,2,2.77,,,,
MAA,3,0,-1.16,1,36.05,1,0.31,1,35.87,,,,
BXP,1,4,3.87,4,8.78,4,5.45,4,8.13,,,,
BXP,2,0,-14.94,2,2.1,0,-13.33,2,3.31,,,,
BXP,3,1,11.57,1,1.27,1,5.99,1,2.34,,,,
UDR,1,0,-2.99,4,20.72,0,-0.73,4,17.09,,,,
UDR,2,0,-3.74,0,-7.56,0,-2.95,0,-3.54,,,,
UDR,3,1,1.02,1,7.63,1,5.3,1,6.5,,,,
HST,1,0,-24.86,0,-0.62,4,147.44,0,-1.28,,,,
HST,2,0,-201.65,2,3.89,0,-92.61,2,2.53,,,,
HST,3,0,-50.54,1,1.38,0,-20.9,0,-0.62,,,,
IRM,1,4,3.25,0,-0.1,4,5.54,4,0.87,,,,
IRM,2,0,-3.09,2,11.51,0,-8.09,2,9.89,,,,
IRM,3,0,-2.95,1,11.51,0,-1.01,1,9.52,,,,
REG,1,4,10.61,4,0.48,4,7.32,4,0.37,,,,
REG,2,0,-27.54,2,11.35,0,-20.72,2,13.64,,,,
REG,3,1,7.92,1,58.39,1,5.12,1,58.09,,,,
KIM,1,4,9.66,0,-1.71,4,8.74,0,-0.5,,,,
KIM,2,0,-22.64,0,-3.1,0,-17.54,0,-3.0,,,,
KIM,3,0,-0.26,1,2.52,0,-2.16,1,2.57,,,,
FRT,1,4,27.42,4,1.64,4,19.85,4,2.38,,,,
FRT,2,0,-32.91,2,6.56,0,-25.19,2,6.43,,,,
FRT,3,0,-7.19,1,6.59,0,-3.37,1,6.9,,,,
VNO,1,0,-52.25,0,-9.17,0,-20.82,0,-7.79,,,,
VNO,2,0,-21.62,0,-1.45,0,-22.9,2,3.67,,,,
VNO,3,0,-9.14,0,-8.78,0,-4.15,0,-3.76,,,,
SLG,1,4,18.88,0,-3.87,4,13.42,0,-1.65,,,,
SLG,2,0,-42.31,0,-18.66,0,-32.97,0,-19.69,,,,
SLG,3,1,0.2,0,-18.94,0,-2.15,0,-13.95,,,,
