Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
TSN,3,0,-30.58,1,1.09,1,0.67,1,4.68,,,,
CAG,1,0,-12.05,4,14.66,0,-18.52,4,15.89,,,,
CAG,2,2,34.19,2,15.08,2,28.68,2,20.16,,,,
CAG,3,0,-13.68,0,-0.4,0,-9.42,1,1.42,,,,
K,1,0,-0.5,0,-8.12,0,-1.04,4,0.23,,,,
K,2,2,5.51,2,0.23,2,1.55,2,5.39,,,,
K,3,1,4.09,0,-3.84,1,5.86,0,-0.86,,,,
BF-B,1,4,24.95,0,-1.8,4,30.81,4,1.17,,,,
BF-B,2,2,2.65,0,-1.63,2,6.21,2,2.34,,,,
BF-B,3,0,-18.67,1,8.96,0,-21.13,1,8.48,,,,
HRL,1,4,27.3,4,1.13,4,1.62,4,1.17,,,,
HRL,2,0,-11.51,0,-4.79,0,-1.69,0,-0.51,,,,
HRL,3,1,1.91,0,-0.86,1,1.59,1,4.13,,,,
SJM,1,4,5.52,4,2.96,4,3.15,0,-0.47,,,,
SJM,2,0,-1.65,2,2.67,0,-5.75,2,6.54,,,,
SJM,3,1,3.74,0,-0.04,1,6.07,0,-0.48,,,,
LW,1,4,45.35,0,-6.11,4,2.9,4,0.96,,,,
LW,2,0,-36.86,2,14.1,0,-9.64,2,9.72,,,,
LW,3,0,-12.17,1,12.93,0,-8.04,1,8.07,,,,
CPB,1,4,8.53,4,10.96,4,11.01,4,7.2,,,,
CPB,2,0,-3.35,2,10.16,0,-5.81,2,22.55,,,,
CPB,3,1,4.3,1,0.61,1,3.52,1,13.33,,,,
TAP,1,4,14.87,4,0.39,4,9.99,0,-1.77,,,,
TAP,2,2,67.81,0,-12.2,2,19.05,0,-2.12,,,,
TAP,3,0,-35.44,1,142.18,0,-15.42,1,125.24,,,,
NWL,1,4,37.65,0,-8.03,4,27.85,0,-4.32,,,,
NWL,2,2,7.62,0,-7.68,2,11.93,0,-9.1,,,,
NWL,3,0,-37.03,1,16.75,0,-36.63,1,21.67,,,,
