Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
VLO,2,2,254.42,2,15.56,0,-53.64,2,26.02,0,-6.52,2,46.72
VLO,3,0,-175.56,1,3.97,0,-21.53,1,26.0,0,-118.91,0,-1.59
PXD,1,4,75.83,0,-6.58,4,62.47,4,3.11,4,109.39,4,7.68
PXD,2,0,-50.75,2,60.95,0,-43.13,2,77.26,0,-214.19,2,404.1
PXD,3,0,-31.68,1,63.78,0,-23.89,1,50.87,0,-5.22,1,150.35
OKE,1,4,26.15,4,6.49,4,30.92,0,-19.29,4,124.1,4,10.91
OKE,2,0,-16.22,2,20.28,0,-22.27,2,3.44,0,-51.33,2,53.58
OKE,3,0,-1.44,1,8.7,0,-19.78,1,36.46,0,-16.91,1,10.79
HAL,1,4,9.32,0,-23.48,0,-6.91,0,-6.61,4,124.62,0,-21.72
HAL,2,0,-49.82,2,31.14,0,-36.55,2,16.37,0,-33.48,2,235.59
HAL,3,0,-12.85,1,161.72,0,-2.97,1,29.79,0,-6.22,1,166.25
OXY,1,4,97.98,4,7.11,4,40.3,4,14.41,0,-25.92,0,-79.31
OXY,2,0,-72.0,2,62.8,0,-55.72,2,42.5,0,-189.61,2,113.74
OXY,3,1,1.57,1,41.07,1,5.27,1,23.96,0,-316.81,1,617.79
HES,1,4,18.79,4,4.43,4,37.7,4,2.58,0,-25.28,0,-34.26
HES,2,0,-18.52,2,7.38,0,-37.73,2,15.06,0,-69.16,0,-75.14
HES,3,0,-22.36,1,13.4,0,-19.56,1,14.72,0,-371.44,0,-78.27
BKR,1,0,-6.44,4,11.19,4,6.61,4,4.2,0,-94.96,0,-22.82
BKR,2,2,13.11,2,27.63,0,-12.7,2,33.17,0,-30.48,2,52.9
BKR,3,0,-41.65,1,6.51,0,-14.54,1,31.32,1,104.71,1,112.97
CXO,1,4,127.94,4,7.58,4,76.7,4,11.11,0,-91.13,0,-102.8
CXO,2,0,-57.1,2,63.42,0,-52.06,2,50.0,0,-83.03,2,768.64
CXO,3,0,-34.3,1,65.19,0,-21.26,1,70.36,0,-1089.73,1,129.64
FANG,1,4,124.03,4,76.32,4,69.06,4,82.86,0,-77.25,0,-28.71
FANG,2,0,-63.59,2,81.32,0,-52.75,2,72.67,0,-462.64,2,48.4
FANG,3,0,-25.49,1,143.09,0,-18.57,1,126.33,1,232.82,1,2525.91
COG,1,4,22.41,0,-4.26,4,15.58,0,-7.38,0,-149.35,4,31.34
COG,2,0,-35.32,2,21.32,0,-22.14,2,22.69,0,-43.45,2,224.81
COG,3,0,-28.19,1,77.59,0,-20.09,1,46.26,0,-63.19,1,235.3
DVN,1,4,155.62,0,-35.12,4,52.33,0,-30.98,0,-87.3,0,-109.62
DVN,2,0,-66.46,2,58.89,0,-44.32,2,36.4,0,-1760.1,2,344.63
DVN,3,1,4.15,0,-1.64,1,12.73,0,-4.0,1,218.55,0,-67.46
APA,1,4,88.17,0,-17.73,4,46.43,0,-13.9,4,103.25,0,-254.74
APA,2,0,-55.03,2,28.99,0,-43.18,2,24.59,0,-71.96,0,-24.44
APA,3,0,-29.62,1,20.89,0,-8.19,1,10.58,0,-80.81,1,257.93
MRO,1,4,72.52,0,-17.84,4,54.03,0,-15.32,0,-57.66,0,-46.48
MRO,2,0,-63.96,2,46.12,0,-51.89,2,34.88,0,-6816.17,2,226.52
MRO,3,0,-21.74,1,72.39,0,-16.92,1,40.31,1,179.84,0,-69.76
NOV,1,4,1.46,0,-41.48,0,-7.49,4,0.31,0,-130.0,0,-12740.92
NOV,2,0,-38.84,2,61.88,0,-20.55,2,15.73,0,-92.6,0,-96.39
NOV,3,0,-40.43,1,983.17,0,-17.45,1,0.73,0,-1152.05,0,-73.16
FTI,1,0,-11.09,4,7.83,4,5.61,4,6.82,0,-27.15,0,-7.12
FTI,2,2,20.74,0,-9.97,2,0.9,0,-16.63,2,106.63,0,-267.39
FTI,3,0,-35.02,1,61.33,0,-16.01,1,63.67,0,-33.35,0,-83.46
HFC,1,0,-61.44,0,-2.46,4,36.67,0,-1.29,0,-164.47,0,-14.02
HFC,2,2,349.23,2,47.4,0,-39.34,2,24.3,2,129.64,2,122.36
HFC,3,0,-150.97,1,53.34,0,-22.4,1,35.27,0,-575.7,1,187.58
