Stock,Period,Quarterly Gross Profit Score,Quarterly Gross Profit Changed %,Annual Gross Profit Score,Annual Gross Profit Changed %,Quarterly Revenue Score,Quarterly Revenue Changed %,Annual Revenue Score,Annual Revenue Changed %,Quarterly EPS Score,Quarterly EPS Changed %,Annual EPS Score,Annual EPS Changed %
C,2,0,-15.7,2,0.35,0,-15.7,2,0.35,0,-81.96,2,24.89
C,3,0,-12.14,1,1.91,0,-12.14,1,1.91,1,37.79,1,8.21
WFC,1,4,117.23,0,-2.64,4,117.23,0,-2.64,4,285.4,0,-6.0
WFC,2,0,-39.24,0,-1.5,0,-39.24,0,-1.5,0,-48.56,2,18.09
WFC,3,0,-28.95,1,1.71,0,-28.95,1,1.71,0,-5.05,0,-9.11
BLK,1,4,23.28,4,2.79,4,19.76,4,2.4,4,18.14,4,5.88
BLK,2,0,-1.62,2,6.13,0,-1.67,2,4.4,0,-1.29,2,16.84
BLK,3,0,-11.1,1,12.81,0,-6.71,1,10.92,0,-3.65,1,20.14
MS,1,0,-14.58,4,2.9,0,-13.1,4,3.27,0,-15.26,4,9.66
MS,2,2,47.96,2,4.81,2,41.39,2,5.7,2,93.6,2,26.62
MS,3,0,-15.25,1,10.14,0,-12.62,1,9.57,0,-22.38,1,28.09
GS,1,0,-11.17,0,-2.07,0,-10.27,0,-1.28,4,14.4,0,-8.07
GS,2,2,59.98,2,12.08,2,49.95,2,12.06,2,50.22,2,27.97
GS,3,0,-23.38,1,4.91,0,-18.85,1,4.79,0,-17.35,1,18.77
AXP,1,4,27.61,4,7.09,4,32.12,4,8.1,4,341.18,4,9.09
AXP,2,0,-5.74,2,7.23,0,-20.41,2,9.19,0,-86.06,2,23.69
AXP,3,0,-31.51,0,-2.12,0,-25.65,1,1.94,1,4.04,1,24.75
SPGI,1,0,-8.48,4,7.41,0,-4.99,4,7.05,0,-15.35,4,12.25
SPGI,2,2,14.62,2,4.37,2,8.79,2,3.22,2,24.76,2,22.07
SPGI,3,0,-0.47,1,12.37,1,2.94,1,7.1,1,7.88,1,29.94
SCHW,1,4,0.13,4,5.84,0,-0.08,4,5.81,0,-5.02,4,9.21
SCHW,2,0,-6.69,2,17.92,0,-6.38,2,17.57,0,-13.1,2,48.67
SCHW,3,1,0.08,1,16.08,1,0.42,1,15.49,0,-2.06,1,25.7
CB,1,4,186.39,4,5.98,4,5.13,4,4.75,4,120.22,4,12.36
CB,2,0,-55.24,2,9.0,2,18.11,2,1.05,2,84.59,2,12.37
CB,3,0,-36.94,0,-16.21,0,-12.79,1,2.73,0,-75.23,0,-21.98
CME,1,0,-8.64,4,12.73,0,-8.64,4,12.73,0,-18.23,4,3.51
CME,2,0,-22.34,2,18.24,0,-22.34,2,18.24,0,-34.31,0,-50.98
CME,3,1,33.73,1,1.38,1,33.73,1,1.38,1,63.15,1,157.29
TFC,1,4,2.47,4,8.74,4,2.47,4,8.74,0,-21.64,4,1.16
TFC,2,2,6.55,2,2.06,2,6.55,2,2.06,2,11.19,2,28.53
TFC,3,1,36.6,1,5.37,1,36.6,1,5.37,1,45.17,1,7.29
ICE,1,4,1.15,4,4.58,4,1.15,4,4.58,0,-16.17,0,-1.23
ICE,2,0,-10.52,2,7.24,0,-10.52,2,7.24,0,-19.58,2,14.93
ICE,3,1,20.11,1,2.79,1,20.11,1,2.79,1,48.8,1,21.51
USB,1,4,30.46,4,1.57,4,30.46,4,1.57,4,101.9,4,0.41
USB,2,0,-14.49,2,4.68,0,-14.49,2,4.68,0,-33.68,2,39.32
USB,3,0,-8.7,1,3.5,0,-8.7,1,3.5,0,-8.86,0,-8.36
PNC,1,4,162.18,4,1.97,4,162.18,4,1.97,4,88.4,4,6.33
PNC,2,0,-52.86,2,5.26,0,-52.86,2,5.26,0,-46.09,2,35.26
PNC,3,0,-22.01,1,7.87,0,-22.01,1,7.87,1,16.14,1,8.25
MMC,1,0,-15.91,4,11.84,0,-5.28,4,11.38,0,-41.04,4,22.11
MMC,2,0,-16.49,2,6.84,0,-9.93,2,6.6,0,-24.2,0,-14.32
MMC,3,1,14.29,1,6.78,1,9.08,1,6.15,1,67.45,1,11.36
PGR,1,0,-39.52,4,59.6,0,-0.23,4,22.04,0,-14.64,4,51.9
PGR,2,2,251.62,2,44.19,2,17.7,2,19.16,2,157.59,2,73.39
PGR,3,0,-32.3,1,41.16,0,-13.2,1,14.51,0,-34.95,1,44.84
AON,1,0,-11.95,4,8.15,0,-4.49,4,2.26,0,-31.95,4,10.05
AON,2,0,-33.1,2,13.66,0,-22.43,2,7.72,0,-46.29,2,88.21
AON,3,1,14.47,1,13.06,1,11.58,1,6.26,1,43.87,0,-12.4
MCO,1,0,-7.55,4,7.66,0,-5.51,4,8.69,0,-2.33,4,17.34
MCO,2,2,12.95,2,6.99,2,11.24,2,5.69,2,2.34,2,5.91
MCO,3,1,8.25,1,15.61,1,4.64,1,16.64,1,37.46,1,75.51
MSCI,1,4,4.56,4,10.74,4,3.84,4,8.63,4,22.56,4,19.01
MSCI,2,0,-0.88,2,14.61,0,-1.72,2,12.54,0,-6.55,2,50.36
MSCI,3,1,1.7,1,11.34,1,2.5,1,10.73,1,27.35,1,36.29
MET,1,4,38.14,4,2.31,4,13.59,4,2.47,4,830.28,4,24.9
MET,2,0,-64.33,2,16.69,0,-23.0,2,9.04,0,-98.43,2,15.92
MET,3,1,148.08,0,-4.55,1,6.81,1,2.59,1,607.6,1,32.45
TRV,1,4,94.65,4,3.11,4,11.81,4,4.29,4,7387.41,4,7.03
TRV,2,0,-42.25,2,4.69,0,-6.41,2,4.77,0,-101.66,2,18.58
TRV,3,0,-13.43,0,-13.92,0,-1.92,1,5.1,0,-20.68,0,-24.4
TROW,1,4,22.02,4,3.43,4,12.75,4,4.57,4,6.72,4,18.61
TROW,2,0,-16.38,2,12.38,0,-3.23,2,10.66,2,81.3,2,19.7
TROW,3,1,9.44,1,15.04,0,-0.42,1,13.31,0,-36.98,1,24.52
ALL,1,0,-22.14,4,35.91,4,2.71,4,12.21,0,-29.17,4,150.3
ALL,2,2,45.46,0,-9.59,2,11.13,2,1.04,2,169.62,0,-32.7
ALL,3,0,-26.4,1,26.33,0,-12.17,1,5.37,0,-60.19,1,62.85
AIG,1,4,129.51,4,40.65,4,8.79,4,4.82,4,123.9,4,3062.97
AIG,2,0,-77.27,0,-5.7,0,-34.92,0,-3.97,0,-197.1,2,713.82
AIG,3,1,44.26,1,9.96,1,21.92,0,-3.44,1,113.98,1,102.82
BK,1,0,-0.75,4,0.51,0,-0.75,4,0.51,0,-2.93,0,-1.63
BK,2,0,-1.83,2,5.37,0,-1.83,2,5.37,0,-3.64,2,26.13
BK,3,0,-17.7,1,2.09,0,-17.7,1,2.09,1,30.14,0,-3.09
PRU,1,4,373.79,4,7.8,4,27.64,4,2.26,4,167.75,4,11.04
PRU,2,0,-68.14,0,-7.79,0,-10.02,2,5.82,0,-685.83,0,-17.62
PRU,3,0,-37.22,1,4.91,0,-29.6,1,1.46,0,-125.18,1,16.24
AFL,1,4,9.21,4,7.91,4,4.77,4,2.52,4,207.65,4,15.18
AFL,2,2,21.56,2,2.2,2,4.75,2,0.42,2,43.76,2,14.54
AFL,3,0,-21.24,0,-1.3,0,-7.87,0,-3.95,0,-27.24,1,3.08
WLTW,1,0,-8.27,4,9.65,0,-4.92,4,6.18,0,-27.03,4,20.17
WLTW,2,0,-28.46,2,6.16,0,-14.31,2,3.79,0,-54.71,2,3.29
WLTW,3,0,-18.51,1,6.66,0,-8.33,1,3.99,0,-42.87,1,37.03
DFS,1,4,271.34,4,6.76,4,218.83,4,7.22,4,303.52,4,16.59
DFS,2,0,-48.4,2,4.58,0,-43.02,2,4.86,0,-376.16,2,31.31
DFS,3,0,-51.53,1,1.48,0,-48.72,1,1.08,0,-111.17,1,3.03
STT,1,0,-3.5,0,-3.42,0,-3.5,0,-3.42,0,-14.67,0,-14.71
STT,2,0,-4.75,2,7.56,0,-4.75,2,7.56,0,-3.78,2,10.81
STT,3,1,0.93,1,10.46,1,0.93,1,10.46,1,4.14,1,19.07
AJG,1,4,5.21,4,18.36,4,16.38,4,2.77,4,8.62,0,-3.22
AJG,2,0,-21.45,2,12.63,0,-15.25,2,10.91,0,-51.34,2,15.66
AJG,3,1,39.05,1,7.76,1,10.01,1,10.23,1,10920.62,1,16.72
FRC,1,4,9.56,4,10.48,4,9.56,4,10.48,4,14.85,4,8.12
FRC,2,2,3.99,2,16.33,2,3.99,2,16.33,2,17.22,2,5.55
FRC,3,0,-1.62,1,17.88,0,-1.62,1,17.88,0,-13.82,1,16.03
AMP,1,4,39.4,0,-5.07,4,10.37,0,-0.26,0,-22.15,4,12.46
AMP,2,0,-82.52,2,6.05,0,-9.78,2,6.11,0,-61.95,2,16.9
AMP,3,1,134.63,1,12.64,0,-2.51,1,2.88,0,-14.45,1,43.24
MKTX,1,0,-12.31,4,16.82,0,-11.25,4,17.4,0,-19.19,4,18.5
MKTX,2,2,12.49,2,11.63,2,9.36,2,10.71,0,-58.03,2,8.45
MKTX,3,1,33.65,1,6.79,1,30.21,1,6.99,1,296.73,1,25.64
FITB,1,4,38.99,4,16.55,4,38.99,4,16.55,4,0.2,4,27.76
FITB,2,2,9.35,0,-0.7,2,9.35,0,-0.7,2,8.03,2,49.65
FITB,3,0,-40.08,1,18.96,0,-40.08,1,18.96,0,-24.93,0,-17.95
NTRS,1,4,3.09,4,1.89,4,3.09,4,1.89,0,-9.92,0,-0.78
NTRS,2,0,-5.67,2,10.58,0,-5.67,2,10.58,0,-5.91,2,38.44
NTRS,3,0,-1.42,1,7.92,0,-1.42,1,7.92,0,-8.78,1,11.63
SIVB,1,4,34.59,4,26.24,4,34.59,4,26.24,4,76.71,4,20.0
SIVB,2,2,39.94,2,35.51,2,39.94,2,35.51,0,-8.3,2,82.8
SIVB,3,0,-30.53,1,25.47,0,-30.53,1,25.47,1,3.31,1,35.52
SYF,1,4,41.53,4,18.0,4,41.53,4,18.0,4,21.71,4,48.94
SYF,2,0,-24.49,2,9.45,0,-24.49,2,9.45,0,-50.41,2,42.59
SYF,3,0,-30.8,1,1.22,0,-30.8,1,1.22,1,27.36,0,-3.23
HIG,1,0,-0.34,4,19.86,4,2.0,4,9.57,4,13.75,4,62.97
HIG,2,2,11.56,2,14.29,2,2.18,2,10.51,2,70.9,2,130.84
HIG,3,0,-19.23,1,13.49,0,-7.56,1,5.36,0,-49.93,0,-35.61
MTB,1,4,17.35,4,2.96,4,17.35,4,2.96,0,-25.28,4,7.99
MTB,2,0,-10.89,2,6.08,0,-10.89,2,6.08,2,90.71,2,37.52
MTB,3,0,-14.89,1,7.02,0,-14.89,1,7.02,0,-46.32,1,19.08
KEY,1,4,23.86,0,-4.13,4,23.86,0,-4.13,4,149.2,0,-5.45
KEY,2,2,11.74,2,2.52,2,11.74,2,2.52,2,35.3,2,35.48
KEY,3,0,-27.74,1,27.56,0,-27.74,1,27.56,0,-72.87,1,56.4
RF,1,4,130.77,0,-0.31,4,130.77,0,-0.31,4,323.86,4,10.63
RF,2,0,-36.25,2,1.99,0,-36.25,2,1.99,0,-253.93,2,31.5
RF,3,0,-25.34,1,4.49,0,-25.34,1,4.49,0,-60.76,1,14.2
CFG,1,4,5.99,4,5.1,4,5.99,4,5.1,0,-4.67,4,9.94
CFG,2,2,21.67,2,7.72,2,21.67,2,7.72,2,34.96,2,33.09
CFG,3,0,-30.78,1,10.23,0,-30.78,1,10.23,0,-13.92,1,31.31
NDAQ,1,4,2.29,4,0.36,4,1.14,0,-0.35,4,15.61,4,6.4
NDAQ,2,0,-0.29,2,4.77,2,3.33,2,8.33,2,0.84,2,19.93
NDAQ,3,1,8.51,1,5.93,1,27.04,1,6.59,1,21.84,0,-5.88
CINF,1,0,-45.16,4,566.84,0,-17.94,4,46.55,0,-46.92,4,595.81
CINF,2,2,177.21,0,-54.86,2,2841.41,0,-5.67,2,177.63,0,-47.34
CINF,3,0,-288.03,0,-8.18,0,-104.6,1,5.19,0,-290.48,0,-6.66
HBAN,1,4,25.03,4,2.74,4,25.03,4,2.74,4,0.38,4,6.07
HBAN,2,2,20.42,2,4.02,2,20.42,2,4.02,2,4.6,2,36.97
HBAN,3,0,-32.25,1,23.44,0,-32.25,1,23.44,1,15.31,1,23.52
PFG,1,0,-2.76,4,4.66,4,6.3,4,13.94,0,-41.01,0,-6.41
PFG,2,0,-10.93,0,-3.66,0,-31.57,2,1.02,2,38.67,0,-10.2
PFG,3,1,4.38,1,15.43,1,12.46,1,13.71,0,-5.2,1,26.65
RJF,1,4,16.49,4,0.51,4,15.52,4,0.83,4,19.33,4,2.33
RJF,2,0,-7.93,2,6.39,0,-7.52,2,6.32,0,-0.31,2,11.84
RJF,3,0,-5.84,1,13.16,0,-5.24,1,13.45,0,-7.58,1,40.3
L,1,4,2817.07,4,6.41,4,50.0,4,5.98,4,141.8,4,78.35
L,2,0,-96.09,0,-9.53,0,-25.46,2,2.41,0,-3266.46,0,-29.97
L,3,0,-39.36,1,9.14,0,-19.55,1,4.81,0,-107.97,1,37.88
CBOE,1,0,-1.65,0,-6.57,0,-8.75,0,-9.85,0,-22.98,0,-7.74
CBOE,2,0,-17.14,2,22.23,0,-5.73,2,24.21,0,-23.08,2,64.74
CBOE,3,1,27.83,1,75.78,1,53.94,1,217.04,1,70.96,1,5.87
WU,1,4,18.6,0,-1.91,4,12.9,0,-5.33,4,41.95,0,-27.27
WU,2,0,-10.68,2,3.72,0,-6.33,2,1.19,0,-9.54,2,32.38
WU,3,0,-8.9,1,2.24,0,-9.0,1,1.87,1,39.36,1,168.35
RE,1,0,-18.65,4,832.81,4,12.11,4,11.67,4,38.58,4,992.45
RE,2,2,676.05,0,-132.62,2,16.25,2,11.22,2,1298.12,0,-80.27
RE,3,0,-125.24,0,-58.48,0,-9.88,1,14.13,0,-106.7,0,-52.08
WRB,1,4,15.94,4,0.47,4,5.36,4,2.74,4,23.51,4,8.79
WRB,2,2,19.07,0,-0.13,2,6.93,2,0.09,2,218.13,2,18.64
WRB,3,0,-22.11,0,-2.21,0,-8.37,1,0.4,0,-66.66,0,-14.27
GL,1,4,6.77,4,7.06,4,1.2,4,5.2,4,9.27,4,12.94
GL,2,2,1.81,2,5.19,2,4.22,2,3.57,2,4.79,2,24.97
GL,3,0,-7.27,1,7.8,0,-0.31,1,5.62,0,-9.88,1,10.79
LNC,1,4,966.67,0,-11.19,4,52.43,4,5.08,4,571.32,0,-41.07
LNC,2,0,-155.26,2,6.08,0,-20.52,2,15.2,0,-257.52,2,18.52
LNC,3,0,-97.04,1,15.04,1,1.84,1,6.95,0,-86.75,1,16.17
AIZ,1,0,-37.62,4,18.93,4,1.43,4,23.16,0,-69.54,4,66.42
AIZ,2,2,68.91,2,11.04,0,-3.79,2,25.61,2,23.79,0,-35.4
AIZ,3,0,-24.96,0,-46.67,0,-0.38,0,-14.49,1,21.93,0,-34.32
CMA,1,4,21.55,0,-1.62,4,21.55,0,-1.62,0,-83.6,4,6.93
CMA,2,2,71.09,2,7.6,2,71.09,2,7.6,2,405.94,2,50.12
CMA,3,0,-57.73,1,19.0,0,-57.73,1,19.0,0,-43.56,1,61.08
ZION,1,4,28.52,0,-0.85,4,28.52,0,-0.85,4,111.82,4,5.76
ZION,2,2,17.42,2,9.13,2,17.42,2,9.13,2,1117.21,2,44.89
ZION,3,0,-37.22,1,12.88,0,-37.22,1,12.88,0,-96.42,1,41.63
BEN,1,4,76.59,0,-6.05,4,36.97,0,-1.82,4,2.19,0,-15.47
BEN,2,0,-29.93,0,-14.3,0,-11.22,0,-8.62,2,262.98,0,-20.59
BEN,3,0,-5.3,0,-4.97,0,-5.27,0,-2.94,0,-75.16,1,7.71
IVZ,1,4,14.08,4,12.23,4,5.54,4,15.12,4,132.31,4,0.3
IVZ,2,0,-26.23,0,-0.12,0,-11.25,2,2.98,0,-29.73,0,-6.79
IVZ,3,0,-13.54,1,9.25,0,-8.26,1,9.0,0,-43.7,1,26.82
PBCT,1,4,12.8,4,15.37,4,12.8,4,15.37,4,47.12,4,6.42
PBCT,2,0,-14.99,2,10.16,0,-14.99,2,10.16,0,-30.22,2,27.14
PBCT,3,0,-2.63,1,11.72,0,-2.63,1,11.72,1,3.71,1,10.47
UNM,1,0,-4.57,4,33.3,0,-0.82,4,3.45,0,-9.68,4,122.63
UNM,2,2,20.98,0,-21.37,2,5.23,2,2.76,2,70.84,0,-42.6
UNM,3,0,-19.28,1,2.95,0,-5.39,1,2.18,0,-45.81,1,5.52
AIV,1,0,-4.0,0,-6.18,0,-1.48,0,-5.9,0,-405.27,0,-111.53
AIV,2,0,-2.93,0,-2.26,0,-2.56,0,-4.01,2,28.24,2,88.4
AIV,3,0,-2.63,1,6.28,0,-2.64,1,3.96,1,245.49,0,-24.89
